reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,theia_Prediction,BEC-Pred_Prediction,ec
32572,,,,,,,,,,,,,,,,,,4.2.3,4.2.3.118,4.2.3,4.2.3,4.2.3.118,4.2.3,4.2.3,4.2.3.118,4.2.3,4.2.3.197;4.2.3.10;4.2.3.157;4.2.3.39;4.2.3.204;4.2.3.69;4.2.3.85;4.2.3.169;4.2.3.42;4.2.3.37;4.2.3.74;4.2.3.105;4.2.3.108;4.2.3.79;3.1.7.4;4.2.3.160;4.2.3.136;4.2.3.96;4.2.3.82;4.2.3.7;4.2.3.158;4.2.3.80;4.2.3.56|4.2.3.58;4.2.3.175;4.2.3.91;4.2.3.146;4.2.3.120;4.2.3.117;4.2.3.116;4.2.3.184;4.2.3.163;4.2.3.17;4.2.3.-|4.2.3.133;4.2.3.159;4.2.3.98;4.2.3.110;4.2.3.76;4.2.3.191;4.2.3.61;4.2.3.9;4.2.3.-|4.2.3.127;4.2.3.6;4.2.3.64;4.2.3.73;4.2.3.172;4.2.3.57,"4.2.3,0.9809478521347046;4.2.1,0.014635788276791573;5.5.1,0.002606250112876296;3.1.7,0.0010842884657904506;2.5.1,0.00036407128209248185",4.2.3,4.2.3.118,4.2.3,4.2.3.197;4.2.3.10;4.2.3.157;4.2.3.39;4.2.3.204;4.2.3.69;4.2.3.85;4.2.3.169;4.2.3.42;4.2.3.37;4.2.3.74;4.2.3.105;4.2.3.108;4.2.3.79;3.1.7.4;4.2.3.160;4.2.3.136;4.2.3.96;4.2.3.82;4.2.3.7;4.2.3.158;4.2.3.80;4.2.3.56|4.2.3.58;4.2.3.175;4.2.3.91;4.2.3.146;4.2.3.120;4.2.3.117;4.2.3.116;4.2.3.184;4.2.3.163;4.2.3.17;4.2.3.-|4.2.3.133;4.2.3.159;4.2.3.98;4.2.3.110;4.2.3.76;4.2.3.191;4.2.3.61;4.2.3.9;4.2.3.-|4.2.3.127;4.2.3.6;4.2.3.64;4.2.3.73;4.2.3.172;4.2.3.57,4.2.3;4.2.1;5.5.1;3.1.7;2.5.1,4.2.3,4.2.3.118,4.2.3,4.2.3.197;4.2.3.10;4.2.3.157;4.2.3.39;4.2.3.204;4.2.3.69;4.2.3.85;4.2.3.169;4.2.3.42;4.2.3.37;4.2.3.74;4.2.3.105;4.2.3.108;4.2.3.79;3.1.7.4;4.2.3.160;4.2.3.136;4.2.3.96;4.2.3.82;4.2.3.7;4.2.3.158;4.2.3.80;4.2.3.56|4.2.3.58;4.2.3.175;4.2.3.91;4.2.3.146;4.2.3.120;4.2.3.117;4.2.3.116;4.2.3.184;4.2.3.163;4.2.3.17;4.2.3.-|4.2.3.133;4.2.3.159;4.2.3.98;4.2.3.110;4.2.3.76;4.2.3.191;4.2.3.61;4.2.3.9;4.2.3.-|4.2.3.127;4.2.3.6;4.2.3.64;4.2.3.73;4.2.3.172;4.2.3.57,4.2.3;4.2.1;5.5.1;3.1.7;2.5.1,4.2.3,4.2.3.118,4.2.3,4.2.3.197;4.2.3.10;4.2.3.157;4.2.3.39;4.2.3.204;4.2.3.69;4.2.3.85;4.2.3.169;4.2.3.42;4.2.3.37;4.2.3.74;4.2.3.105;4.2.3.108;4.2.3.79;3.1.7.4;4.2.3.160;4.2.3.136;4.2.3.96;4.2.3.82;4.2.3.7;4.2.3.158;4.2.3.80;4.2.3.56|4.2.3.58;4.2.3.175;4.2.3.91;4.2.3.146;4.2.3.120;4.2.3.117;4.2.3.116;4.2.3.184;4.2.3.163;4.2.3.17;4.2.3.-|4.2.3.133;4.2.3.159;4.2.3.98;4.2.3.110;4.2.3.76;4.2.3.191;4.2.3.61;4.2.3.9;4.2.3.-|4.2.3.127;4.2.3.6;4.2.3.64;4.2.3.73;4.2.3.172;4.2.3.57,4.2.3;4.2.1;5.5.1;3.1.7;2.5.1,4.2.3,4.2.3.118,4.2.3,4.2.3.197;4.2.3.10;4.2.3.157;4.2.3.39;4.2.3.204;4.2.3.69;4.2.3.85;4.2.3.169;4.2.3.42;4.2.3.37;4.2.3.74;4.2.3.105;4.2.3.108;4.2.3.79;3.1.7.4;4.2.3.160;4.2.3.136;4.2.3.96;4.2.3.82;4.2.3.7;4.2.3.158;4.2.3.80;4.2.3.56|4.2.3.58;4.2.3.175;4.2.3.91;4.2.3.146;4.2.3.120;4.2.3.117;4.2.3.116;4.2.3.184;4.2.3.163;4.2.3.17;4.2.3.-|4.2.3.133;4.2.3.159;4.2.3.98;4.2.3.110;4.2.3.76;4.2.3.191;4.2.3.61;4.2.3.9;4.2.3.-|4.2.3.127;4.2.3.6;4.2.3.64;4.2.3.73;4.2.3.172;4.2.3.57,4.2.3;4.2.1;5.5.1;3.1.7;2.5.1,4.2.3,4.2.3.118
32624,,,,,,,,,,,,,,,,,,1.1.1,1.1.1.325,1.1.1,1.1.1,1.1.1.325,1.1.1,1.1.1,1.1.1.325,1.1.1,1.1.1.153;1.1.1.325;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.153|1.1.1.213;1.5.1.6;1.6.5.4;1.1.1.153|1.1.1.184|1.1.1.21|1.1.1.220;1.1.1.346;2.1.1.148,"1.1.1,0.9985966086387634;1.12.1,0.0005459568928927183;1.5.1,0.00010474746522959322;1.10.1,9.636729373596609e-05;1.16.1,9.50126996031031e-05",1.1.1,1.1.1.325,1.1.1,1.1.1.153;1.1.1.325;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.153|1.1.1.213;1.5.1.6;1.6.5.4;1.1.1.153|1.1.1.184|1.1.1.21|1.1.1.220;1.1.1.346;2.1.1.148,1.1.1;1.12.1;1.5.1;1.10.1;1.16.1,1.1.1,1.1.1.325,1.1.1,1.1.1.153;1.1.1.325;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.153|1.1.1.213;1.5.1.6;1.6.5.4;1.1.1.153|1.1.1.184|1.1.1.21|1.1.1.220;1.1.1.346;2.1.1.148,1.1.1;1.12.1;1.5.1;1.10.1;1.16.1,1.1.1,1.1.1.325,1.1.1,1.1.1.153;1.1.1.325;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.153|1.1.1.213;1.5.1.6;1.6.5.4;1.1.1.153|1.1.1.184|1.1.1.21|1.1.1.220;1.1.1.346;2.1.1.148,1.1.1;1.12.1;1.5.1;1.10.1;1.16.1,1.1.1,1.1.1.325,1.1.1,1.1.1.153;1.1.1.325;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.153|1.1.1.213;1.5.1.6;1.6.5.4;1.1.1.153|1.1.1.184|1.1.1.21|1.1.1.220;1.1.1.346;2.1.1.148,1.1.1;1.12.1;1.5.1;1.10.1;1.16.1,1.1.1,1.1.1.325
32632,,,,,,,,,,,,,,,,,,1.14.13,1.14.13.154,1.3.1;1.1.1,1.14.13,1.14.13.154,1.3.1;1.1.1,1.14.13,1.14.13.154,1.3.1;1.1.1,1.14.13.154;1.6.3.2;1.14.13.237;1.14.14.1,"1.14.13,0.9366172552108765;1.17.1,0.01220787689089775;4.1.99,0.011013469658792019;1.2.1,0.007954658009111881;1.14.19,0.006505070719867945",1.14.13,1.14.13.154,1.3.1;1.1.1,1.14.13.154;1.6.3.2;1.14.13.237;1.14.14.1,1.14.13;1.17.1;4.1.99;1.2.1;1.14.19,1.14.13,1.14.13.154,1.3.1;1.1.1,1.14.13.154;1.6.3.2;1.14.13.237;1.14.14.1,1.14.13;1.17.1;4.1.99;1.2.1;1.14.19,1.14.13,1.14.13.154,1.3.1;1.1.1,1.14.13.154;1.6.3.2;1.14.13.237;1.14.14.1,1.14.13;1.17.1;4.1.99;1.2.1;1.14.19,1.14.13,1.14.13.154,1.3.1;1.1.1,1.14.13.154;1.6.3.2;1.14.13.237;1.14.14.1,1.14.13;1.17.1;4.1.99;1.2.1;1.14.19,1.14.13,1.14.13.154
32704,,,,,,,,,,,,,,,,,,3.5.1,4.2.1.133,4.2.1;5.5.1;4.2.3,3.5.1,4.2.1.133,4.2.1;5.5.1;4.2.3,3.5.1,4.2.1.133,4.2.1;5.5.1;4.2.3,4.2.1.173;3.1.7.4;5.5.1.13;5.5.1.12;5.5.1.14;3.1.7.10;4.2.1.137;5.5.1.28;5.5.1.16;4.2.3.159;4.2.1.129|5.4.99.17;4.2.3.158;5.4.99.37;5.5.1.15;5.5.1.29;4.2.1.123;3.1.7.7|4.2.3.194;4.2.3.146;1.3.1.83;4.2.3.17;4.2.3.178;4.2.3.195;4.2.3.145;4.2.3.39;4.2.3.74;4.2.3.80;4.2.3.197;2.5.1.41;2.5.1.81;2.5.1.62,"4.2.1,0.9990098476409912;5.5.1,0.0009081009775400162;5.4.99,5.055444853496738e-05;1.17.99,1.2230501852172893e-05;4.2.3,3.81319932785118e-06",3.6.1,4.2.1.133,4.2.1;5.5.1;4.2.3,4.2.1.173;3.1.7.4;5.5.1.13;5.5.1.12;5.5.1.14;3.1.7.10;4.2.1.137;5.5.1.28;5.5.1.16;4.2.3.159;4.2.1.129|5.4.99.17;4.2.3.158;5.4.99.37;5.5.1.15;5.5.1.29;4.2.1.123;3.1.7.7|4.2.3.194;4.2.3.146;1.3.1.83;4.2.3.17;4.2.3.178;4.2.3.195;4.2.3.145;4.2.3.39;4.2.3.74;4.2.3.80;4.2.3.197;2.5.1.41;2.5.1.81;2.5.1.62,4.2.1;5.5.1;5.4.99;1.17.99;4.2.3,3.6.1,4.2.1.133,4.2.1;5.5.1;4.2.3,4.2.1.173;3.1.7.4;5.5.1.13;5.5.1.12;5.5.1.14;3.1.7.10;4.2.1.137;5.5.1.28;5.5.1.16;4.2.3.159;4.2.1.129|5.4.99.17;4.2.3.158;5.4.99.37;5.5.1.15;5.5.1.29;4.2.1.123;3.1.7.7|4.2.3.194;4.2.3.146;1.3.1.83;4.2.3.17;4.2.3.178;4.2.3.195;4.2.3.145;4.2.3.39;4.2.3.74;4.2.3.80;4.2.3.197;2.5.1.41;2.5.1.81;2.5.1.62,4.2.1;5.5.1;5.4.99;1.17.99;4.2.3,3.6.1,4.2.1.133,4.2.1;5.5.1;4.2.3,4.2.1.173;3.1.7.4;5.5.1.13;5.5.1.12;5.5.1.14;3.1.7.10;4.2.1.137;5.5.1.28;5.5.1.16;4.2.3.159;4.2.1.129|5.4.99.17;4.2.3.158;5.4.99.37;5.5.1.15;5.5.1.29;4.2.1.123;3.1.7.7|4.2.3.194;4.2.3.146;1.3.1.83;4.2.3.17;4.2.3.178;4.2.3.195;4.2.3.145;4.2.3.39;4.2.3.74;4.2.3.80;4.2.3.197;2.5.1.41;2.5.1.81;2.5.1.62,4.2.1;5.5.1;5.4.99;1.17.99;4.2.3,4.2.3,4.2.1.133,4.2.1;5.5.1;4.2.3,4.2.1.173;3.1.7.4;5.5.1.13;5.5.1.12;5.5.1.14;3.1.7.10;4.2.1.137;5.5.1.28;5.5.1.16;4.2.3.159;4.2.1.129|5.4.99.17;4.2.3.158;5.4.99.37;5.5.1.15;5.5.1.29;4.2.1.123;3.1.7.7|4.2.3.194;4.2.3.146;1.3.1.83;4.2.3.17;4.2.3.178;4.2.3.195;4.2.3.145;4.2.3.39;4.2.3.74;4.2.3.80;4.2.3.197;2.5.1.41;2.5.1.81;2.5.1.62,4.2.1;5.5.1;5.4.99;1.17.99;4.2.3,4.2.3,4.2.1.133
32708,,,,,,,,,,,,,,,,,,5.4.99,5.5.1.22,4.2.3,5.4.99,5.5.1.22,4.2.3,5.4.99,5.5.1.22,4.2.3,5.5.1.22|5.5.1.8;2.5.1.10;2.5.1.20;2.5.1.87;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88,"4.2.3,0.5240575075149536;5.5.1,0.4354681670665741;5.3.3,0.017659906297922134;4.2.1,0.013867830857634544;5.4.99,0.0049605173990130424",5.4.99,5.5.1.22,4.2.3,5.5.1.22|5.5.1.8;2.5.1.10;2.5.1.20;2.5.1.87;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88,4.2.3;5.5.1;5.3.3;4.2.1;5.4.99,5.4.99,5.5.1.22,4.2.3,5.5.1.22|5.5.1.8;2.5.1.10;2.5.1.20;2.5.1.87;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88,4.2.3;5.5.1;5.3.3;4.2.1;5.4.99,5.4.99,5.5.1.22,4.2.3,5.5.1.22|5.5.1.8;2.5.1.10;2.5.1.20;2.5.1.87;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88,4.2.3;5.5.1;5.3.3;4.2.1;5.4.99,5.5.1,5.5.1.22,4.2.3,5.5.1.22|5.5.1.8;2.5.1.10;2.5.1.20;2.5.1.87;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88,4.2.3;5.5.1;5.3.3;4.2.1;5.4.99,5.5.1,5.5.1.22
32720,,,,,,,,,,,,,,,,,,1.14.14,1.14.14.42,1.14.14,1.14.14,1.14.14.42,1.14.14,1.14.14,1.14.14.42,1.14.14,1.14.14.42;1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.5;1.14.14.3;1.14.14.46;1.14.14.8;1.14.14.15;1.14.19.56;1.5.1.39;1.14.19.9;1.14.14.30;1.14.14.108;1.14.99.46;1.13.12.24;1.14.14.35,"1.14.14,0.999299168586731;1.13.12,0.00016548344865441322;1.14.19,0.00015269742289092392;4.8.1,0.0001286288897972554;4.3.3,5.463860361487605e-05",1.14.14,1.14.14.42,1.14.14,1.14.14.42;1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.5;1.14.14.3;1.14.14.46;1.14.14.8;1.14.14.15;1.14.19.56;1.5.1.39;1.14.19.9;1.14.14.30;1.14.14.108;1.14.99.46;1.13.12.24;1.14.14.35,1.14.14;1.13.12;1.14.19;4.8.1;4.3.3,1.14.14,1.14.14.42,1.14.14,1.14.14.42;1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.5;1.14.14.3;1.14.14.46;1.14.14.8;1.14.14.15;1.14.19.56;1.5.1.39;1.14.19.9;1.14.14.30;1.14.14.108;1.14.99.46;1.13.12.24;1.14.14.35,1.14.14;1.13.12;1.14.19;4.8.1;4.3.3,1.14.14,1.14.14.42,1.14.14,1.14.14.42;1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.5;1.14.14.3;1.14.14.46;1.14.14.8;1.14.14.15;1.14.19.56;1.5.1.39;1.14.19.9;1.14.14.30;1.14.14.108;1.14.99.46;1.13.12.24;1.14.14.35,1.14.14;1.13.12;1.14.19;4.8.1;4.3.3,1.14.14,1.14.14.42,1.14.14,1.14.14.42;1.14.14.-|1.14.14.13;1.14.14.28;1.14.14.5;1.14.14.3;1.14.14.46;1.14.14.8;1.14.14.15;1.14.19.56;1.5.1.39;1.14.19.9;1.14.14.30;1.14.14.108;1.14.99.46;1.13.12.24;1.14.14.35,1.14.14;1.13.12;1.14.19;4.8.1;4.3.3,1.14.14,1.14.14.42
32932,,,,,,,,,,,,,,,,,,2.7.8,2.7.8.41,2.7.8,2.7.8,2.7.8.41,2.7.8,2.7.8,2.7.8.41,2.7.8,2.7.8.41;2.7.8.45;2.7.8.8;2.7.8.5;2.7.8.38;2.7.8.1;2.7.8.2;2.7.8.11;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.28,"2.7.8,0.7700594663619995;2.7.1,0.22621232271194458;4.6.1,0.0016470218542963266;2.3.1,0.0005182262393645942;2.4.3,0.0002513549115974456",2.7.1,2.7.8.41,2.7.8,2.7.8.41;2.7.8.45;2.7.8.8;2.7.8.5;2.7.8.38;2.7.8.1;2.7.8.2;2.7.8.11;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.28,2.7.8;2.7.1;4.6.1;2.3.1;2.4.3,2.7.1,2.7.8.41,2.7.8,2.7.8.41;2.7.8.45;2.7.8.8;2.7.8.5;2.7.8.38;2.7.8.1;2.7.8.2;2.7.8.11;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.28,2.7.8;2.7.1;4.6.1;2.3.1;2.4.3,2.7.1,2.7.8.41,2.7.8,2.7.8.41;2.7.8.45;2.7.8.8;2.7.8.5;2.7.8.38;2.7.8.1;2.7.8.2;2.7.8.11;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.28,2.7.8;2.7.1;4.6.1;2.3.1;2.4.3,2.7.8,2.7.8.41,2.7.8,2.7.8.41;2.7.8.45;2.7.8.8;2.7.8.5;2.7.8.38;2.7.8.1;2.7.8.2;2.7.8.11;2.7.8.-|2.7.8.44;2.7.8.39;2.7.8.28,2.7.8;2.7.1;4.6.1;2.3.1;2.4.3,2.7.8,2.7.8.41
33000,,,,,,,,,,,,,,,,,,1.14.14,1.14.14.114,1.14.14,1.14.14,1.14.14.114,1.14.14,1.14.14,1.14.14.114,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.1.99.31;1.14.14.108;1.14.99.46;1.14.14.114;1.13.12.16;1.14.14.30;1.14.19.9,"1.14.14,0.9869426488876343;1.14.19,0.01227397471666336;1.5.8,0.00015098988660611212;1.17.7,6.983522325754166e-05;1.5.1,6.724050035700202e-05",1.14.14,1.14.14.114,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.1.99.31;1.14.14.108;1.14.99.46;1.14.14.114;1.13.12.16;1.14.14.30;1.14.19.9,1.14.14;1.14.19;1.5.8;1.17.7;1.5.1,1.14.14,1.14.14.114,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.1.99.31;1.14.14.108;1.14.99.46;1.14.14.114;1.13.12.16;1.14.14.30;1.14.19.9,1.14.14;1.14.19;1.5.8;1.17.7;1.5.1,1.14.14,1.14.14.114,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.1.99.31;1.14.14.108;1.14.99.46;1.14.14.114;1.13.12.16;1.14.14.30;1.14.19.9,1.14.14;1.14.19;1.5.8;1.17.7;1.5.1,1.14.14,1.14.14.114,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.1.99.31;1.14.14.108;1.14.99.46;1.14.14.114;1.13.12.16;1.14.14.30;1.14.19.9,1.14.14;1.14.19;1.5.8;1.17.7;1.5.1,1.14.14,1.14.14.114
33040,,,,,,,,,,,,,,,,,,1.14.15,1.14.15.9,1.14.15,1.14.15,1.14.15.9,1.14.15,1.14.15,1.14.15.9,1.14.15,1.14.15.9;1.13.11.49;1.14.13.90;1.14.11.31;1.13.11.15;1.13.11.16;1.13.11.38;1.14.18.1;1.13.11.-|1.13.11.3;1.14.13.167;1.14.12.20;1.14.13.70;1.14.-.-|1.14.13.232|1.14.13.233;1.13.11.24,"1.14.15,0.5652880072593689;1.14.19,0.41586750745773315;1.2.7,0.005436456296592951;1.97.1,0.003987633623182774;1.17.7,0.0016480275662615895",1.14.15,1.14.15.9,1.14.15,1.14.15.9;1.13.11.49;1.14.13.90;1.14.11.31;1.13.11.15;1.13.11.16;1.13.11.38;1.14.18.1;1.13.11.-|1.13.11.3;1.14.13.167;1.14.12.20;1.14.13.70;1.14.-.-|1.14.13.232|1.14.13.233;1.13.11.24,1.14.15;1.14.19;1.2.7;1.97.1;1.17.7,1.14.15,1.14.15.9,1.14.15,1.14.15.9;1.13.11.49;1.14.13.90;1.14.11.31;1.13.11.15;1.13.11.16;1.13.11.38;1.14.18.1;1.13.11.-|1.13.11.3;1.14.13.167;1.14.12.20;1.14.13.70;1.14.-.-|1.14.13.232|1.14.13.233;1.13.11.24,1.14.15;1.14.19;1.2.7;1.97.1;1.17.7,1.14.15,1.14.15.9,1.14.15,1.14.15.9;1.13.11.49;1.14.13.90;1.14.11.31;1.13.11.15;1.13.11.16;1.13.11.38;1.14.18.1;1.13.11.-|1.13.11.3;1.14.13.167;1.14.12.20;1.14.13.70;1.14.-.-|1.14.13.232|1.14.13.233;1.13.11.24,1.14.15;1.14.19;1.2.7;1.97.1;1.17.7,1.14.15,1.14.15.9,1.14.15,1.14.15.9;1.13.11.49;1.14.13.90;1.14.11.31;1.13.11.15;1.13.11.16;1.13.11.38;1.14.18.1;1.13.11.-|1.13.11.3;1.14.13.167;1.14.12.20;1.14.13.70;1.14.-.-|1.14.13.232|1.14.13.233;1.13.11.24,1.14.15;1.14.19;1.2.7;1.97.1;1.17.7,1.14.15,1.14.15.9
33156,,,,,,,,,,,,,,,,,,3.1.3,3.1.3.106,3.1.3,3.1.3,3.1.3.106,3.1.3,3.1.3,3.1.3.106,3.1.3,3.1.3.106|3.1.3.2;4.1.99.25;3.1.1.5,"3.1.3,0.9957540035247803;2.7.8,0.0009722991962917149;2.5.1,0.0005384511896409094;3.6.1,0.0005105321761220694;5.4.2,0.00043107575038447976",3.1.3,3.1.3.106,3.1.3,3.1.3.106|3.1.3.2;4.1.99.25;3.1.1.5,3.1.3;2.7.8;2.5.1;3.6.1;5.4.2,3.1.3,3.1.3.106,3.1.3,3.1.3.106|3.1.3.2;4.1.99.25;3.1.1.5,3.1.3;2.7.8;2.5.1;3.6.1;5.4.2,3.1.3,3.1.3.106,3.1.3,3.1.3.106|3.1.3.2;4.1.99.25;3.1.1.5,3.1.3;2.7.8;2.5.1;3.6.1;5.4.2,3.1.3,3.1.3.106,3.1.3,3.1.3.106|3.1.3.2;4.1.99.25;3.1.1.5,3.1.3;2.7.8;2.5.1;3.6.1;5.4.2,3.1.3,3.1.3.106
33220,,,,,,,,,,,,,,,,,,1.14.14,1.14.14.107,1.14.14,1.14.14,1.14.14.107,1.14.14,1.14.14,1.14.14.107,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.1.99.31;1.14.14.5;1.14.14.108;1.14.99.46;1.14.14.30;1.14.14.155;1.13.12.16;1.14.19.9,"1.14.14,0.9251331686973572;1.14.19,0.07302094995975494;1.5.1,0.00048500928096473217;1.5.8,0.0002492524217814207;1.17.7,0.00019777189299929887",1.14.14,1.14.14.107,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.1.99.31;1.14.14.5;1.14.14.108;1.14.99.46;1.14.14.30;1.14.14.155;1.13.12.16;1.14.19.9,1.14.14;1.14.19;1.5.1;1.5.8;1.17.7,1.14.14,1.14.14.107,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.1.99.31;1.14.14.5;1.14.14.108;1.14.99.46;1.14.14.30;1.14.14.155;1.13.12.16;1.14.19.9,1.14.14;1.14.19;1.5.1;1.5.8;1.17.7,1.14.14,1.14.14.107,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.1.99.31;1.14.14.5;1.14.14.108;1.14.99.46;1.14.14.30;1.14.14.155;1.13.12.16;1.14.19.9,1.14.14;1.14.19;1.5.1;1.5.8;1.17.7,1.14.14,1.14.14.107,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.1.99.31;1.14.14.5;1.14.14.108;1.14.99.46;1.14.14.30;1.14.14.155;1.13.12.16;1.14.19.9,1.14.14;1.14.19;1.5.1;1.5.8;1.17.7,1.14.14,1.14.14.107
33256,,,,,,,,,,,,,,,,,,2.1.1,2.1.1.163,2.1.1,2.1.1,2.1.1.163,2.1.1,2.1.1,2.1.1.163,2.1.1,2.1.1.163,"2.1.1,0.9994993209838867;2.8.4,0.00013382636825554073;2.3.1,0.00011051299225073308;2.5.1,0.00010697117249947041;3.13.2,5.725623486796394e-05",2.1.1,2.1.1.163,2.1.1,2.1.1.163,2.1.1;2.8.4;2.3.1;2.5.1;3.13.2,2.1.1,2.1.1.163,2.1.1,2.1.1.163,2.1.1;2.8.4;2.3.1;2.5.1;3.13.2,2.1.1,2.1.1.163,2.1.1,2.1.1.163,2.1.1;2.8.4;2.3.1;2.5.1;3.13.2,2.1.1,2.1.1.163,2.1.1,2.1.1.163,2.1.1;2.8.4;2.3.1;2.5.1;3.13.2,2.1.1,2.1.1.163
