reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_CLAIRE_predictions,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,CLAIRE_predictions,theia_Prediction,BEC-Pred_Prediction,ec
23917,,,,,,,,,,,,,,,,,,4.1.1,4.1.1.35,4.1.1;4.2.1,4.1.1,4.1.1.35,4.1.1;4.2.1,4.1.1,4.1.1.35,4.1.1;4.2.1,1.1.1.305;2.3.1.119;2.3.1.281|2.3.1.ci;1.13.12.17;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.94;2.3.1.239,3.4.17;3.10.1;3.5.3;3.9.1,"4.1.1,0.9758654832839966;5.4.99,0.004355911165475845;1.1.1,0.0030170604586601257;2.2.1,0.002576427301391959;5.1.3,0.0022774292156100273",4.1.1,4.1.1.35,4.1.1;4.2.1,1.1.1.305;2.3.1.119;2.3.1.281|2.3.1.ci;1.13.12.17;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.94;2.3.1.239,3.4.17;3.10.1;3.5.3;3.9.1,4.1.1;5.4.99;1.1.1;2.2.1;5.1.3,4.1.1,4.1.1.35,4.1.1;4.2.1,1.1.1.305;2.3.1.119;2.3.1.281|2.3.1.ci;1.13.12.17;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.94;2.3.1.239,4.1.1;7.2.4;1.3.98;1.3.1,4.1.1;5.4.99;1.1.1;2.2.1;5.1.3,4.1.1,4.1.1.35,4.1.1;4.2.1,1.1.1.305;2.3.1.119;2.3.1.281|2.3.1.ci;1.13.12.17;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.94;2.3.1.239,4.1.1;7.2.4;1.3.98;1.3.1,4.1.1;5.4.99;1.1.1;2.2.1;5.1.3,4.1.1,4.1.1.35,4.1.1;4.2.1,1.1.1.305;2.3.1.119;2.3.1.281|2.3.1.ci;1.13.12.17;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.94;2.3.1.239,4.1.1;7.2.4;1.3.98;1.3.1,4.1.1;5.4.99;1.1.1;2.2.1;5.1.3,4.1.1,4.1.1.35
23945,,,,,,,,,,,,,,,,,,2.4.1,2.4.1.111,2.4.1,2.4.1,2.4.1.111,2.4.1,2.4.1,2.4.1.111,2.4.1,2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.170;2.4.1.220;2.4.1.126;2.4.1|2.4.1.-|2.4.1.298;2.4.1.238;2.4.1.249;2.4.1.218;2.4.1.185;2.4.1.-|2.4.1.286;2.4.1.35|2.4.1.91;2.4.1.202;2.4.1.85;2.4.1.234;2.4.1.324;2.4.1.81;2.4.1.-|2.4.1.297;2.4.1.17;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131;2.4.1.63,3.1.1;2.4.1;2.7.1;2.7.7,"2.4.1,0.9992285966873169;2.4.2,0.0007157203508540988;2.7.8,2.513494109734893e-05;2.7.1,1.0189350177824963e-05;2.7.7,8.014876584638841e-06",2.4.1,2.4.1.111,2.4.1,2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.170;2.4.1.220;2.4.1.126;2.4.1|2.4.1.-|2.4.1.298;2.4.1.238;2.4.1.249;2.4.1.218;2.4.1.185;2.4.1.-|2.4.1.286;2.4.1.35|2.4.1.91;2.4.1.202;2.4.1.85;2.4.1.234;2.4.1.324;2.4.1.81;2.4.1.-|2.4.1.297;2.4.1.17;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131;2.4.1.63,3.1.1;2.4.1;2.7.1;2.7.7,2.4.1;2.4.2;2.7.8;2.7.1;2.7.7,2.4.1,2.4.1.111,2.4.1,2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.170;2.4.1.220;2.4.1.126;2.4.1|2.4.1.-|2.4.1.298;2.4.1.238;2.4.1.249;2.4.1.218;2.4.1.185;2.4.1.-|2.4.1.286;2.4.1.35|2.4.1.91;2.4.1.202;2.4.1.85;2.4.1.234;2.4.1.324;2.4.1.81;2.4.1.-|2.4.1.297;2.4.1.17;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131;2.4.1.63,2.4.99;2.4.1;2.4.2;1.6.1,2.4.1;2.4.2;2.7.8;2.7.1;2.7.7,2.4.1,2.4.1.111,2.4.1,2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.170;2.4.1.220;2.4.1.126;2.4.1|2.4.1.-|2.4.1.298;2.4.1.238;2.4.1.249;2.4.1.218;2.4.1.185;2.4.1.-|2.4.1.286;2.4.1.35|2.4.1.91;2.4.1.202;2.4.1.85;2.4.1.234;2.4.1.324;2.4.1.81;2.4.1.-|2.4.1.297;2.4.1.17;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131;2.4.1.63,2.4.99;2.4.1;2.4.2;1.6.1,2.4.1;2.4.2;2.7.8;2.7.1;2.7.7,2.4.1,2.4.1.111,2.4.1,2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.170;2.4.1.220;2.4.1.126;2.4.1|2.4.1.-|2.4.1.298;2.4.1.238;2.4.1.249;2.4.1.218;2.4.1.185;2.4.1.-|2.4.1.286;2.4.1.35|2.4.1.91;2.4.1.202;2.4.1.85;2.4.1.234;2.4.1.324;2.4.1.81;2.4.1.-|2.4.1.297;2.4.1.17;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131;2.4.1.63,2.4.99;2.4.1;2.4.2;1.6.1,2.4.1;2.4.2;2.7.8;2.7.1;2.7.7,2.4.1,2.4.1.111
23965,,,,,,,,,,,,,,,,,,1.2.1,1.2.1.68,1.1.1;1.14.13,1.2.1,1.2.1.68,1.1.1;1.14.13,1.2.1,1.2.1.68,1.1.1;1.14.13,1.2.1.68;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.2.1.44;1.1.1.318;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,4.3.2;3.5.2;3.5.1;2.3.2,"1.2.1,0.9904202818870544;1.17.1,0.0022349453065544367;1.1.1,0.0013953596353530884;1.14.13,0.0012437505647540092;1.3.1,0.0007096811896190047",1.2.1,1.2.1.68,1.1.1;1.14.13,1.2.1.68;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.2.1.44;1.1.1.318;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,4.3.2;3.5.2;3.5.1;2.3.2,1.2.1;1.17.1;1.1.1;1.14.13;1.3.1,1.2.1,1.2.1.68,1.1.1;1.14.13,1.2.1.68;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.2.1.44;1.1.1.318;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.2.1;1.4.1;1.1.1;2.4.1,1.2.1;1.17.1;1.1.1;1.14.13;1.3.1,1.2.1,1.2.1.68,1.1.1;1.14.13,1.2.1.68;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.2.1.44;1.1.1.318;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.2.1;1.4.1;1.1.1;2.4.1,1.2.1;1.17.1;1.1.1;1.14.13;1.3.1,1.2.1,1.2.1.68,1.1.1;1.14.13,1.2.1.68;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.2.1.44;1.1.1.318;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.2.1;1.4.1;1.1.1;2.4.1,1.2.1;1.17.1;1.1.1;1.14.13;1.3.1,1.2.1,1.2.1.68
24109,,,,,,,,,,,,,,,,,,3.5.1,3.5.1.36,3.5.1,3.5.1,3.5.1.36,3.5.1,3.5.1,3.5.1.36,3.5.1,3.5.1.3;6.3.1.2|6.3.4.12,1.5.3;1.1.3;1.10.3;1.14.15,"3.5.1,0.9980835914611816;3.4.13,0.0010370772797614336;3.5.2,0.0001601526455488056;3.4.17,6.722924445057288e-05;1.7.2,6.349307659547776e-05",3.5.1,3.5.1.36,3.5.1,3.5.1.3;6.3.1.2|6.3.4.12,1.5.3;1.1.3;1.10.3;1.14.15,3.5.1;3.4.13;3.5.2;3.4.17;1.7.2,3.5.1,3.5.1.36,3.5.1,3.5.1.3;6.3.1.2|6.3.4.12,3.5.1;3.4.13;3.5.3;1.1.98,3.5.1;3.4.13;3.5.2;3.4.17;1.7.2,3.5.1,3.5.1.36,3.5.1,3.5.1.3;6.3.1.2|6.3.4.12,3.5.1;3.4.13;3.5.3;1.1.98,3.5.1;3.4.13;3.5.2;3.4.17;1.7.2,3.5.1,3.5.1.36,3.5.1,3.5.1.3;6.3.1.2|6.3.4.12,3.5.1;3.4.13;3.5.3;1.1.98,3.5.1;3.4.13;3.5.2;3.4.17;1.7.2,3.5.1,3.5.1.36
24117,,,,,,,,,,,,,,,,,,4.2.3,4.2.3.25,4.2.3,4.2.3,4.2.3.25,4.2.3,4.2.3,4.2.3.25,4.2.3,4.2.3|4.2.3.26;4.2.3.48;4.2.3.49;4.2.3.77;4.2.3.67;4.2.3.75;2.5.1.123;2.5.1.124;4.2.3.144;2.5.1.138;4.2.3.15;3.1.7.4;4.2.3.108|4.2.3.111;4.2.3.112;2.5.1.74;4.2.3.11;4.2.3.117;4.2.3.120;4.2.3.116;2.5.1.137;4.2.3.110;4.2.3.51;4.2.3.10;4.2.3.52;2.5.1.20;2.5.1.10,1.2.7;2.3.3;3.1.2;2.3.1,"2.5.1,0.8787934184074402;4.2.3,0.11883879452943802;3.1.7,0.0018073616083711386;4.2.1,0.00020670924277510494;3.6.1,0.00014088120951782912",4.2.3,4.2.3.25,4.2.3,4.2.3|4.2.3.26;4.2.3.48;4.2.3.49;4.2.3.77;4.2.3.67;4.2.3.75;2.5.1.123;2.5.1.124;4.2.3.144;2.5.1.138;4.2.3.15;3.1.7.4;4.2.3.108|4.2.3.111;4.2.3.112;2.5.1.74;4.2.3.11;4.2.3.117;4.2.3.120;4.2.3.116;2.5.1.137;4.2.3.110;4.2.3.51;4.2.3.10;4.2.3.52;2.5.1.20;2.5.1.10,1.2.7;2.3.3;3.1.2;2.3.1,2.5.1;4.2.3;3.1.7;4.2.1;3.6.1,4.2.3,4.2.3.25,4.2.3,4.2.3|4.2.3.26;4.2.3.48;4.2.3.49;4.2.3.77;4.2.3.67;4.2.3.75;2.5.1.123;2.5.1.124;4.2.3.144;2.5.1.138;4.2.3.15;3.1.7.4;4.2.3.108|4.2.3.111;4.2.3.112;2.5.1.74;4.2.3.11;4.2.3.117;4.2.3.120;4.2.3.116;2.5.1.137;4.2.3.110;4.2.3.51;4.2.3.10;4.2.3.52;2.5.1.20;2.5.1.10,2.5.1;3.13.2;4.4.1;3.1.7,2.5.1;4.2.3;3.1.7;4.2.1;3.6.1,4.2.3,4.2.3.25,4.2.3,4.2.3|4.2.3.26;4.2.3.48;4.2.3.49;4.2.3.77;4.2.3.67;4.2.3.75;2.5.1.123;2.5.1.124;4.2.3.144;2.5.1.138;4.2.3.15;3.1.7.4;4.2.3.108|4.2.3.111;4.2.3.112;2.5.1.74;4.2.3.11;4.2.3.117;4.2.3.120;4.2.3.116;2.5.1.137;4.2.3.110;4.2.3.51;4.2.3.10;4.2.3.52;2.5.1.20;2.5.1.10,2.5.1;3.13.2;4.4.1;3.1.7,2.5.1;4.2.3;3.1.7;4.2.1;3.6.1,4.2.3,4.2.3.25,4.2.3,4.2.3|4.2.3.26;4.2.3.48;4.2.3.49;4.2.3.77;4.2.3.67;4.2.3.75;2.5.1.123;2.5.1.124;4.2.3.144;2.5.1.138;4.2.3.15;3.1.7.4;4.2.3.108|4.2.3.111;4.2.3.112;2.5.1.74;4.2.3.11;4.2.3.117;4.2.3.120;4.2.3.116;2.5.1.137;4.2.3.110;4.2.3.51;4.2.3.10;4.2.3.52;2.5.1.20;2.5.1.10,2.5.1;3.13.2;4.4.1;3.1.7,2.5.1;4.2.3;3.1.7;4.2.1;3.6.1,4.2.3,4.2.3.25
24121,,,,,,,,,,,,,,,,,,1.14.13,1.14.13.34,1.2.1,1.14.13,1.14.13.34,1.2.1,1.14.13,1.14.13.34,1.2.1,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1,4.2.1;4.2.3;5.5.1;3.5.99,"1.14.13,0.8610892295837402;1.1.1,0.07261353731155396;4.1.99,0.01879991963505745;1.3.1,0.010866533033549786;1.14.19,0.008804385550320148",1.14.13,1.14.13.34,1.2.1,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1,4.2.1;4.2.3;5.5.1;3.5.99,1.14.13;1.1.1;4.1.99;1.3.1;1.14.19,1.14.13,1.14.13.34,1.2.1,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1,1.14.13;1.14.19;1.21.3;1.14.15,1.14.13;1.1.1;4.1.99;1.3.1;1.14.19,1.14.13,1.14.13.34,1.2.1,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1,1.14.13;1.14.19;1.21.3;1.14.15,1.14.13;1.1.1;4.1.99;1.3.1;1.14.19,1.14.13,1.14.13.34,1.2.1,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1,1.14.13;1.14.19;1.21.3;1.14.15,1.14.13;1.1.1;4.1.99;1.3.1;1.14.19,1.14.13,1.14.13.34
24145,,,,,,,,,,,,,,,,,,4.2.1,4.2.1.57,4.2.1,4.2.1,4.2.1.57,4.2.1,4.2.1,4.2.1.57,4.2.1,4.2.1.57;1.1.1.34|1.1.1.88;1.3.1.95;2.3.1.86;1.3.1.109;1.3.1.95|1.3.8.7;2.3.1.41;2.3.1.156|2.3.1.74,1.13.11;4.2.1;1.14.19;1.11.2,"4.2.1,0.978593111038208;4.1.3,0.019144413992762566;2.3.3,0.0005161280860193074;1.17.99,0.0004582231631502509;2.8.3,0.0002893942000810057",4.2.1,4.2.1.57,4.2.1,4.2.1.57;1.1.1.34|1.1.1.88;1.3.1.95;2.3.1.86;1.3.1.109;1.3.1.95|1.3.8.7;2.3.1.41;2.3.1.156|2.3.1.74,1.13.11;4.2.1;1.14.19;1.11.2,4.2.1;4.1.3;2.3.3;1.17.99;2.8.3,4.2.1,4.2.1.57,4.2.1,4.2.1.57;1.1.1.34|1.1.1.88;1.3.1.95;2.3.1.86;1.3.1.109;1.3.1.95|1.3.8.7;2.3.1.41;2.3.1.156|2.3.1.74,4.2.1;4.3.1;3.1.1;1.14.19,4.2.1;4.1.3;2.3.3;1.17.99;2.8.3,4.2.1,4.2.1.57,4.2.1,4.2.1.57;1.1.1.34|1.1.1.88;1.3.1.95;2.3.1.86;1.3.1.109;1.3.1.95|1.3.8.7;2.3.1.41;2.3.1.156|2.3.1.74,4.2.1;4.3.1;3.1.1;1.14.19,4.2.1;4.1.3;2.3.3;1.17.99;2.8.3,4.2.1,4.2.1.57,4.2.1,4.2.1.57;1.1.1.34|1.1.1.88;1.3.1.95;2.3.1.86;1.3.1.109;1.3.1.95|1.3.8.7;2.3.1.41;2.3.1.156|2.3.1.74,4.2.1;4.3.1;3.1.1;1.14.19,4.2.1;4.1.3;2.3.3;1.17.99;2.8.3,4.2.1,4.2.1.57
24149,,,,,,,,,,,,,,,,,,1.2.7,1.2.7.6,1.13.11,1.2.7,1.2.7.6,1.13.11,1.2.7,1.2.7.6,1.13.11,1.2.1.9|1.2.1.90;1.2.1.3|1.2.1.9;1.2.7.6;1.2.7.5|1.2.7.6;1.2.1.13,4.99.1;4.98.1;1.1.2;1.6.99,"1.14.15,0.35333243012428284;1.6.1,0.1398088037967682;1.2.7,0.132383331656456;1.97.1,0.12012792378664017;1.17.7,0.03146131709218025",1.2.7,1.2.7.6,1.13.11,1.2.1.9|1.2.1.90;1.2.1.3|1.2.1.9;1.2.7.6;1.2.7.5|1.2.7.6;1.2.1.13,4.99.1;4.98.1;1.1.2;1.6.99,1.14.15;1.6.1;1.2.7;1.97.1;1.17.7,1.2.7,1.2.7.6,1.13.11,1.2.1.9|1.2.1.90;1.2.1.3|1.2.1.9;1.2.7.6;1.2.7.5|1.2.7.6;1.2.1.13,3.6.4;5.6.2;1.15.1;1.20.99,1.14.15;1.6.1;1.2.7;1.97.1;1.17.7,1.2.7,1.2.7.6,1.13.11,1.2.1.9|1.2.1.90;1.2.1.3|1.2.1.9;1.2.7.6;1.2.7.5|1.2.7.6;1.2.1.13,3.6.4;5.6.2;1.15.1;1.20.99,1.14.15;1.6.1;1.2.7;1.97.1;1.17.7,1.2.7,1.2.7.6,1.13.11,1.2.1.9|1.2.1.90;1.2.1.3|1.2.1.9;1.2.7.6;1.2.7.5|1.2.7.6;1.2.1.13,3.6.4;5.6.2;1.15.1;1.20.99,1.14.15;1.6.1;1.2.7;1.97.1;1.17.7,1.2.7,1.2.7.6
24153,,,,,,,,,,,,,,,,,,2.7.1,2.7.1.25,2.7.1,2.7.1,2.7.1.25,2.7.1,2.7.1,2.7.1.25,2.7.1,2.7.1.24,5.4.4;4.4.1;4.2.3;3.5.99,"2.7.1,0.9899521470069885;2.7.4,0.002896818332374096;2.7.12,0.0017740231705829501;2.7.11,0.0014403915265575051;2.7.6,0.0012283442774787545",2.7.1,2.7.1.25,2.7.1,2.7.1.24,5.4.4;4.4.1;4.2.3;3.5.99,2.7.1;2.7.4;2.7.12;2.7.11;2.7.6,2.7.1,2.7.1.25,2.7.1,2.7.1.24,2.7.1;2.7.4;2.8.2;2.4.2,2.7.1;2.7.4;2.7.12;2.7.11;2.7.6,2.7.1,2.7.1.25,2.7.1,2.7.1.24,2.7.1;2.7.4;2.8.2;2.4.2,2.7.1;2.7.4;2.7.12;2.7.11;2.7.6,2.7.1,2.7.1.25,2.7.1,2.7.1.24,2.7.1;2.7.4;2.8.2;2.4.2,2.7.1;2.7.4;2.7.12;2.7.11;2.7.6,2.7.1,2.7.1.25
24157,,,,,,,,,,,,,,,,,,2.7.4,2.7.2.14,2.7.2;2.7.1,2.7.4,2.7.2.14,2.7.2;2.7.1,2.7.4,2.7.2.14,2.7.2;2.7.1,6.2.1.13;2.7.2.1|2.7.2.15|2.7.2.2,3.5.1;3.4.13;4.3.2;3.4.11,"2.7.2,0.6929605007171631;2.7.1,0.1981576383113861;2.7.4,0.056953828781843185;4.1.1,0.012607766315340996;2.7.11,0.002984620863571763",2.7.4,2.7.2.14,2.7.2;2.7.1,6.2.1.13;2.7.2.1|2.7.2.15|2.7.2.2,3.5.1;3.4.13;4.3.2;3.4.11,2.7.2;2.7.1;2.7.4;4.1.1;2.7.11,2.7.4,2.7.2.14,2.7.2;2.7.1,6.2.1.13;2.7.2.1|2.7.2.15|2.7.2.2,5.1.1;2.7.4;2.2.1;2.7.1,2.7.2;2.7.1;2.7.4;4.1.1;2.7.11,2.7.4,2.7.2.14,2.7.2;2.7.1,6.2.1.13;2.7.2.1|2.7.2.15|2.7.2.2,5.1.1;2.7.4;2.2.1;2.7.1,2.7.2;2.7.1;2.7.4;4.1.1;2.7.11,2.7.2,2.7.2.14,2.7.2;2.7.1,6.2.1.13;2.7.2.1|2.7.2.15|2.7.2.2,5.1.1;2.7.4;2.2.1;2.7.1,2.7.2;2.7.1;2.7.4;4.1.1;2.7.11,2.7.2,2.7.2.14
24193,,,,,,,,,,,,,,,,,,1.2.1,1.4.1.12,1.1.1,1.2.1,1.4.1.12,1.1.1,1.2.1,1.4.1.12,1.1.1,1.4.1.12;1.4.1.12|1.4.1.26;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9,3.7.1;7.1.1;1.21.1;1.6.99,"1.4.1,0.5859202742576599;1.1.1,0.28443753719329834;4.1.99,0.025995589792728424;1.2.1,0.02061738260090351;1.5.1,0.020148983225226402",1.2.1,1.4.1.12,1.1.1,1.4.1.12;1.4.1.12|1.4.1.26;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9,3.7.1;7.1.1;1.21.1;1.6.99,1.4.1;1.1.1;4.1.99;1.2.1;1.5.1,1.2.1,1.4.1.12,1.1.1,1.4.1.12;1.4.1.12|1.4.1.26;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9,1.3.8;2.1.1;1.19.1;1.1.98,1.4.1;1.1.1;4.1.99;1.2.1;1.5.1,1.2.1,1.4.1.12,1.1.1,1.4.1.12;1.4.1.12|1.4.1.26;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9,1.3.8;2.1.1;1.19.1;1.1.98,1.4.1;1.1.1;4.1.99;1.2.1;1.5.1,1.4.1,1.4.1.12,1.1.1,1.4.1.12;1.4.1.12|1.4.1.26;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9,1.3.8;2.1.1;1.19.1;1.1.98,1.4.1;1.1.1;4.1.99;1.2.1;1.5.1,1.4.1,1.4.1.12
24201,,,,,,,,,,,,,,,,,,4.1.1,4.1.1.24,4.1.1,4.1.1,4.1.1.24,4.1.1,4.1.1,4.1.1.24,4.1.1,4.1.1.61;2.4.2.-|2.4.2.54;4.1.1.63;1.14.13.64;4.1.1.91;1.10.3.15;4.1.1.59;4.1.1.98;4.1.1.1|4.1.1.7|4.1.1.74,2.3.2;3.1.2;2.3.1;2.3.3,"4.1.1,0.9981610178947449;1.13.12,0.0004464315716177225;1.13.11,0.00019031722331419587;1.17.98,0.00016188221343327314;1.2.3,0.00015038583660498261",4.1.1,4.1.1.24,4.1.1,4.1.1.61;2.4.2.-|2.4.2.54;4.1.1.63;1.14.13.64;4.1.1.91;1.10.3.15;4.1.1.59;4.1.1.98;4.1.1.1|4.1.1.7|4.1.1.74,2.3.2;3.1.2;2.3.1;2.3.3,4.1.1;1.13.12;1.13.11;1.17.98;1.2.3,4.1.1,4.1.1.24,4.1.1,4.1.1.61;2.4.2.-|2.4.2.54;4.1.1.63;1.14.13.64;4.1.1.91;1.10.3.15;4.1.1.59;4.1.1.98;4.1.1.1|4.1.1.7|4.1.1.74,4.1.1;7.2.4;1.3.1;1.1.1,4.1.1;1.13.12;1.13.11;1.17.98;1.2.3,4.1.1,4.1.1.24,4.1.1,4.1.1.61;2.4.2.-|2.4.2.54;4.1.1.63;1.14.13.64;4.1.1.91;1.10.3.15;4.1.1.59;4.1.1.98;4.1.1.1|4.1.1.7|4.1.1.74,4.1.1;7.2.4;1.3.1;1.1.1,4.1.1;1.13.12;1.13.11;1.17.98;1.2.3,4.1.1,4.1.1.24,4.1.1,4.1.1.61;2.4.2.-|2.4.2.54;4.1.1.63;1.14.13.64;4.1.1.91;1.10.3.15;4.1.1.59;4.1.1.98;4.1.1.1|4.1.1.7|4.1.1.74,4.1.1;7.2.4;1.3.1;1.1.1,4.1.1;1.13.12;1.13.11;1.17.98;1.2.3,4.1.1,4.1.1.24
