reaction_id,BEC-Pred_Prediction,SIMMER_SIMMER pred,CLAIRE_predictions,SelenzymeRF_All ECs,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,merged_output_BEC-Pred_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_CLAIRE_predictions,merged_output_SelenzymeRF_All ECs,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_ec,theia_Prediction,ec
24009-2.7.3.6-Q,,,,,24009,2.7.3.6,,,,,24009,2.7.3.6,,,,,24009,2.7.3.6,,,,,24009,2.7.3.6,,,,,24009,2.7.3.6,,,24009,2.7.3.6,,,24009,2.7.3.6,,6.3.5;2.7.1,24009,2.7.3.6,,,,,,,,,,,,,
24013-2.1.1.95-Q,,,,,24013,2.1.1.95,,,,,24013,2.1.1.95,,,,,24013,2.1.1.95,,,,,24013,2.1.1.95,,,,,24013,2.1.1.95,,,24013,2.1.1.95,,,24013,2.1.1.95,,2.1.1,24013,2.1.1.95,,,,,,,,,,,,,
24029-1.14.11.1-Q,,,,,24029,1.14.11.1,,,,,24029,1.14.11.1,,,,,24029,1.14.11.1,,,,,24029,1.14.11.1,,,,,24029,1.14.11.1,,,24029,1.14.11.1,,,24029,1.14.11.1,,1.14.11,24029,1.14.11.1,,,,,,,,,,,,,
24081-6.1.1.2-Q,,,,,24081,6.1.1.2,,,,,24081,6.1.1.2,,,,,24081,6.1.1.2,,,,,24081,6.1.1.2,,,,,24081,6.1.1.2,,,24081,6.1.1.2,,,24081,6.1.1.2,,6.1.1,24081,6.1.1.2,,,,,,,,,,,,,
24117-4.2.3.25-Q,,,,,24117,4.2.3.25,,,,,24117,4.2.3.25,,,,,24117,4.2.3.25,,,,,24117,4.2.3.25,,,,,24117,4.2.3.25,,,24117,4.2.3.25,,,24117,4.2.3.25,,4.2.3,24117,4.2.3.25,,,,,,,,,,,,,
24165-1.8.4.12-Q,,,,,24165,1.8.4.12,,,,,24165,1.8.4.12,,,,,24165,1.8.4.12,,,,,24165,1.8.4.12,,,,,24165,1.8.4.12,,,24165,1.8.4.12,,,24165,1.8.4.12,,1.21.4,24165,1.8.4.12,,,,,,,,,,,,,
24169-2.4.1.135-Q,,,,,24169,2.4.1.135,,,,,24169,2.4.1.135,,,,,24169,2.4.1.135,,,,,24169,2.4.1.135,,,,,24169,2.4.1.135,,,24169,2.4.1.135,,,24169,2.4.1.135,,2.4.1,24169,2.4.1.135,,,,,,,,,,,,,
24265-2.2.1.3-Q,,,,,24265,2.2.1.3,,,,,24265,2.2.1.3,,,,,24265,2.2.1.3,,,,,24265,2.2.1.3,,,,,24265,2.2.1.3,,,24265,2.2.1.3,,,24265,2.2.1.3,,5.3.1,24265,2.2.1.3,,,,,,,,,,,,,
24297-3.5.2.3-Q,,,,,24297,3.5.2.3,,,,,24297,3.5.2.3,,,,,24297,3.5.2.3,,,,,24297,3.5.2.3,,,,,24297,3.5.2.3,,,24297,3.5.2.3,,,24297,3.5.2.3,,3.5.2;3.5.1,24297,3.5.2.3,,,,,,,,,,,,,
24309-1.14.14.29-Q,,,,,24309,1.14.14.29,,,,,24309,1.14.14.29,,,,,24309,1.14.14.29,,,,,24309,1.14.14.29,,,,,24309,1.14.14.29,,,24309,1.14.14.29,,,24309,1.14.14.29,,1.14.14,24309,1.14.14.29,,,,,,,,,,,,,
24465-4.1.2.21-Q,,,,,24465,4.1.2.21,,,,,24465,4.1.2.21,,,,,24465,4.1.2.21,,,,,24465,4.1.2.21,,,,,24465,4.1.2.21,,,24465,4.1.2.21,,,24465,4.1.2.21,,5.3.1,24465,4.1.2.21,,,,,,,,,,,,,
24465-4.1.2.55-Q,,,,,24465,4.1.2.55,,,,,24465,4.1.2.55,,,,,24465,4.1.2.55,,,,,24465,4.1.2.55,,,,,24465,4.1.2.55,,,24465,4.1.2.55,,,24465,4.1.2.55,,5.3.1,24465,4.1.2.55,,,,,,,,,,,,,
24477-3.5.2.16-Q,,,,,24477,3.5.2.16,,,,,24477,3.5.2.16,,,,,24477,3.5.2.16,,,,,24477,3.5.2.16,,,,,24477,3.5.2.16,,,24477,3.5.2.16,,,24477,3.5.2.16,,,24477,3.5.2.16,,,,,,,,,,,,,
24637-1.12.1.2-Q,,,,,24637,1.12.1.2,,,,,24637,1.12.1.2,,,,,24637,1.12.1.2,,,,,24637,1.12.1.2,,,,,24637,1.12.1.2,,,24637,1.12.1.2,,,24637,1.12.1.2,,1.8.1,24637,1.12.1.2,,,,,,,,,,,,,
24637-1.12.1.5-Q,,,,,24637,1.12.1.5,,,,,24637,1.12.1.5,,,,,24637,1.12.1.5,,,,,24637,1.12.1.5,,,,,24637,1.12.1.5,,,24637,1.12.1.5,,,24637,1.12.1.5,,1.8.1,24637,1.12.1.5,,,,,,,,,,,,,
24699-2.7.8.42-Q,,,,,24699,2.7.8.42,,,,,24699,2.7.8.42,,,,,24699,2.7.8.42,,,,,24699,2.7.8.42,,,,,24699,2.7.8.42,,,24699,2.7.8.42,,,24699,2.7.8.42,,2.7.8,24699,2.7.8.42,,,,,,,,,,,,,
25030-3.1.3.84-Q,,,,,25030,3.1.3.84,,,,,25030,3.1.3.84,,,,,25030,3.1.3.84,,,,,25030,3.1.3.84,,,,,25030,3.1.3.84,,,25030,3.1.3.84,,,25030,3.1.3.84,,3.1.3,25030,3.1.3.84,,,,,,,,,,,,,
25153-2.6.1.5-Q,,,,,25153,2.6.1.5,,,,,25153,2.6.1.5,,,,,25153,2.6.1.5,,,,,25153,2.6.1.5,,,,,25153,2.6.1.5,,,25153,2.6.1.5,,,25153,2.6.1.5,,2.6.1,25153,2.6.1.5,,,,,,,,,,,,,
25153-2.6.1.57-Q,,,,,25153,2.6.1.57,,,,,25153,2.6.1.57,,,,,25153,2.6.1.57,,,,,25153,2.6.1.57,,,,,25153,2.6.1.57,,,25153,2.6.1.57,,,25153,2.6.1.57,,2.6.1,25153,2.6.1.57,,,,,,,,,,,,,
25174-3.5.3.18-Q,,,,,25174,3.5.3.18,,,,,25174,3.5.3.18,,,,,25174,3.5.3.18,,,,,25174,3.5.3.18,,,,,25174,3.5.3.18,,,25174,3.5.3.18,,,25174,3.5.3.18,,,25174,3.5.3.18,,,,,,,,,,,,,
25202-4.1.2.43-Q,,,,,25202,4.1.2.43,,,,,25202,4.1.2.43,,,,,25202,4.1.2.43,,,,,25202,4.1.2.43,,,,,25202,4.1.2.43,,,25202,4.1.2.43,,,25202,4.1.2.43,,5.3.1,25202,4.1.2.43,,,,,,,,,,,,,
25214-3.6.1.54-Q,,,,,25214,3.6.1.54,,,,,25214,3.6.1.54,,,,,25214,3.6.1.54,,,,,25214,3.6.1.54,,,,,25214,3.6.1.54,,,25214,3.6.1.54,,,25214,3.6.1.54,,2.4.3;2.4.1,25214,3.6.1.54,,,,,,,,,,,,,
25226-1.1.1.21-Q,,,,,25226,1.1.1.21,,,,,25226,1.1.1.21,,,,,25226,1.1.1.21,,,,,25226,1.1.1.21,,,,,25226,1.1.1.21,,,25226,1.1.1.21,,,25226,1.1.1.21,,1.1.1,25226,1.1.1.21,,,,,,,,,,,,,
25230-1.1.1.21-Q,,,,,25230,1.1.1.21,,,,,25230,1.1.1.21,,,,,25230,1.1.1.21,,,,,25230,1.1.1.21,,,,,25230,1.1.1.21,,,25230,1.1.1.21,,,25230,1.1.1.21,,1.1.1,25230,1.1.1.21,,,,,,,,,,,,,
25242-3.5.3.26-Q,,,,,25242,3.5.3.26,,,,,25242,3.5.3.26,,,,,25242,3.5.3.26,,,,,25242,3.5.3.26,,,,,25242,3.5.3.26,,,25242,3.5.3.26,,,25242,3.5.3.26,,,25242,3.5.3.26,,,,,,,,,,,,,
25250-2.2.1.6-Q,,,,,25250,2.2.1.6,,,,,25250,2.2.1.6,,,,,25250,2.2.1.6,,,,,25250,2.2.1.6,,,,,25250,2.2.1.6,,,25250,2.2.1.6,,,25250,2.2.1.6,,4.1.1,25250,2.2.1.6,,,,,,,,,,,,,
25258-5.1.3.9-Q,,,,,25258,5.1.3.9,,,,,25258,5.1.3.9,,,,,25258,5.1.3.9,,,,,25258,5.1.3.9,,,,,25258,5.1.3.9,,,25258,5.1.3.9,,,25258,5.1.3.9,,,25258,5.1.3.9,,,,,,,,,,,,,
25266-1.4.3.21-Q,,,,,25266,1.4.3.21,,,,,25266,1.4.3.21,,,,,25266,1.4.3.21,,,,,25266,1.4.3.21,,,,,25266,1.4.3.21,,,25266,1.4.3.21,,,25266,1.4.3.21,,,25266,1.4.3.21,,,,,,,,,,,,,
25303-3.6.1.67-Q,,,,,25303,3.6.1.67,,,,,25303,3.6.1.67,,,,,25303,3.6.1.67,,,,,25303,3.6.1.67,,,,,25303,3.6.1.67,,,25303,3.6.1.67,,,25303,3.6.1.67,,2.7.7,25303,3.6.1.67,,,,,,,,,,,,,
25356-4.1.2.63-Q,,,,,25356,4.1.2.63,,,,,25356,4.1.2.63,,,,,25356,4.1.2.63,,,,,25356,4.1.2.63,,,,,25356,4.1.2.63,,,25356,4.1.2.63,,,25356,4.1.2.63,,2.3.1,25356,4.1.2.63,,,,,,,,,,,,,
25364-1.1.1.295-Q,,,,,25364,1.1.1.295,,,,,25364,1.1.1.295,,,,,25364,1.1.1.295,,,,,25364,1.1.1.295,,,,,25364,1.1.1.295,,,25364,1.1.1.295,,,25364,1.1.1.295,,1.1.1,25364,1.1.1.295,,,,,,,,,,,,,
25368-1.1.1.295-Q,,,,,25368,1.1.1.295,,,,,25368,1.1.1.295,,,,,25368,1.1.1.295,,,,,25368,1.1.1.295,,,,,25368,1.1.1.295,,,25368,1.1.1.295,,,25368,1.1.1.295,,1.1.1,25368,1.1.1.295,,,,,,,,,,,,,
25376-4.1.2.63-Q,,,,,25376,4.1.2.63,,,,,25376,4.1.2.63,,,,,25376,4.1.2.63,,,,,25376,4.1.2.63,,,,,25376,4.1.2.63,,,25376,4.1.2.63,,,25376,4.1.2.63,,5.4.99,25376,4.1.2.63,,,,,,,,,,,,,
25380-4.1.2.63-Q,,,,,25380,4.1.2.63,,,,,25380,4.1.2.63,,,,,25380,4.1.2.63,,,,,25380,4.1.2.63,,,,,25380,4.1.2.63,,,25380,4.1.2.63,,,25380,4.1.2.63,,2.3.1,25380,4.1.2.63,,,,,,,,,,,,,
25400-5.4.4.6-Q,,,,,25400,5.4.4.6,,,,,25400,5.4.4.6,,,,,25400,5.4.4.6,,,,,25400,5.4.4.6,,,,,25400,5.4.4.6,,,25400,5.4.4.6,,,25400,5.4.4.6,,1.13.11,25400,5.4.4.6,,,,,,,,,,,,,
25461-4.2.3.56-Q,,,,,25461,4.2.3.56,,,,,25461,4.2.3.56,,,,,25461,4.2.3.56,,,,,25461,4.2.3.56,,,,,25461,4.2.3.56,,,25461,4.2.3.56,,,25461,4.2.3.56,,4.2.3,25461,4.2.3.56,,,,,,,,,,,,,
25553-4.2.3.33-Q,,,,,25553,4.2.3.33,,,,,25553,4.2.3.33,,,,,25553,4.2.3.33,,,,,25553,4.2.3.33,,,,,25553,4.2.3.33,,,25553,4.2.3.33,,,25553,4.2.3.33,,4.2.3,25553,4.2.3.33,,,,,,,,,,,,,
25577-1.3.3.4-Q,,,,,25577,1.3.3.4,,,,,25577,1.3.3.4,,,,,25577,1.3.3.4,,,,,25577,1.3.3.4,,,,,25577,1.3.3.4,,,25577,1.3.3.4,,,25577,1.3.3.4,,1.3.5,25577,1.3.3.4,,,,,,,,,,,,,
25610-5.4.99.62-Q,,,,,25610,5.4.99.62,,,,,25610,5.4.99.62,,,,,25610,5.4.99.62,,,,,25610,5.4.99.62,,,,,25610,5.4.99.62,,,25610,5.4.99.62,,,25610,5.4.99.62,,5.4.99,25610,5.4.99.62,,,,,,,,,,,,,
25618-4.2.3.36-Q,,,,,25618,4.2.3.36,,,,,25618,4.2.3.36,,,,,25618,4.2.3.36,,,,,25618,4.2.3.36,,,,,25618,4.2.3.36,,,25618,4.2.3.36,,,25618,4.2.3.36,,4.2.3,25618,4.2.3.36,,,,,,,,,,,,,
25773-1.14.11.39-Q,,,,,25773,1.14.11.39,,,,,25773,1.14.11.39,,,,,25773,1.14.11.39,,,,,25773,1.14.11.39,,,,,25773,1.14.11.39,,,25773,1.14.11.39,,,25773,1.14.11.39,,1.14.11,25773,1.14.11.39,,,,,,,,,,,,,
25785-4.1.2.53-Q,,,,,25785,4.1.2.53,,,,,25785,4.1.2.53,,,,,25785,4.1.2.53,,,,,25785,4.1.2.53,,,,,25785,4.1.2.53,,,25785,4.1.2.53,,,25785,4.1.2.53,,4.2.1,25785,4.1.2.53,,,,,,,,,,,,,
25789-4.1.2.52-Q,,,,,25789,4.1.2.52,,,,,25789,4.1.2.52,,,,,25789,4.1.2.52,,,,,25789,4.1.2.52,,,,,25789,4.1.2.52,,,25789,4.1.2.52,,,25789,4.1.2.52,,4.3.3;5.3.1,25789,4.1.2.52,,,,,,,,,,,,,
25793-7.2.2.8-Q,,,,,25793,7.2.2.8,,,,,25793,7.2.2.8,,,,,25793,7.2.2.8,,,,,25793,7.2.2.8,,,,,25793,7.2.2.8,,,25793,7.2.2.8,,,25793,7.2.2.8,,7.4.2;3.6.4,25793,7.2.2.8,,,,,,,,,,,,,
25889-2.5.1.72-Q,,,,,25889,2.5.1.72,,,,,25889,2.5.1.72,,,,,25889,2.5.1.72,,,,,25889,2.5.1.72,,,,,25889,2.5.1.72,,,25889,2.5.1.72,,,25889,2.5.1.72,,,25889,2.5.1.72,,,,,,,,,,,,,
25953-2.2.1.10-Q,,,,,25953,2.2.1.10,,,,,25953,2.2.1.10,,,,,25953,2.2.1.10,,,,,25953,2.2.1.10,,,,,25953,2.2.1.10,,,25953,2.2.1.10,,,25953,2.2.1.10,,4.3.3,25953,2.2.1.10,,,,,,,,,,,,,
26036-1.14.19.69-Q,,,,,26036,1.14.19.69,,,,,26036,1.14.19.69,,,,,26036,1.14.19.69,,,,,26036,1.14.19.69,,,,,26036,1.14.19.69,,,26036,1.14.19.69,,,26036,1.14.19.69,,1.14.19,26036,1.14.19.69,,,,,,,,,,,,,
26056-2.7.7.91-Q,,,,,26056,2.7.7.91,,,,,26056,2.7.7.91,,,,,26056,2.7.7.91,,,,,26056,2.7.7.91,,,,,26056,2.7.7.91,,,26056,2.7.7.91,,,26056,2.7.7.91,,2.7.7;2.4.1,26056,2.7.7.91,,,,,,,,,,,,,
26120-1.17.7.1-Q,,,,,26120,1.17.7.1,,,,,26120,1.17.7.1,,,,,26120,1.17.7.1,,,,,26120,1.17.7.1,,,,,26120,1.17.7.1,,,26120,1.17.7.1,,,26120,1.17.7.1,,,26120,1.17.7.1,,,,,,,,,,,,,
26210-4.1.2.48-Q,,,,,26210,4.1.2.48,,,,,26210,4.1.2.48,,,,,26210,4.1.2.48,,,,,26210,4.1.2.48,,,,,26210,4.1.2.48,,,26210,4.1.2.48,,,26210,4.1.2.48,,,26210,4.1.2.48,,,,,,,,,,,,,
26210-4.1.2.49-Q,,,,,26210,4.1.2.49,,,,,26210,4.1.2.49,,,,,26210,4.1.2.49,,,,,26210,4.1.2.49,,,,,26210,4.1.2.49,,,26210,4.1.2.49,,,26210,4.1.2.49,,,26210,4.1.2.49,,,,,,,,,,,,,
26282-3.7.1.12-Q,,,,,26282,3.7.1.12,,,,,26282,3.7.1.12,,,,,26282,3.7.1.12,,,,,26282,3.7.1.12,,,,,26282,3.7.1.12,,,26282,3.7.1.12,,,26282,3.7.1.12,,,26282,3.7.1.12,,,,,,,,,,,,,
26302-4.1.1.97-Q,,,,,26302,4.1.1.97,,,,,26302,4.1.1.97,,,,,26302,4.1.1.97,,,,,26302,4.1.1.97,,,,,26302,4.1.1.97,,,26302,4.1.1.97,,,26302,4.1.1.97,,,26302,4.1.1.97,,,,,,,,,,,,,
26310-3.1.2.28-Q,,,,,26310,3.1.2.28,,,,,26310,3.1.2.28,,,,,26310,3.1.2.28,,,,,26310,3.1.2.28,,,,,26310,3.1.2.28,,,26310,3.1.2.28,,,26310,3.1.2.28,,2.3.1,26310,3.1.2.28,,,,,,,,,,,,,
26314-4.1.2.56-Q,,,,,26314,4.1.2.56,,,,,26314,4.1.2.56,,,,,26314,4.1.2.56,,,,,26314,4.1.2.56,,,,,26314,4.1.2.56,,,26314,4.1.2.56,,,26314,4.1.2.56,,4.2.3,26314,4.1.2.56,,,,,,,,,,,,,
26411-4.2.1.126-Q,,,,,26411,4.2.1.126,,,,,26411,4.2.1.126,,,,,26411,4.2.1.126,,,,,26411,4.2.1.126,,,,,26411,4.2.1.126,,,26411,4.2.1.126,,,26411,4.2.1.126,,3.1.1;3.2.1,26411,4.2.1.126,,,,,,,,,,,,,
26463-2.1.1.163-Q,,,,,26463,2.1.1.163,,,,,26463,2.1.1.163,,,,,26463,2.1.1.163,,,,,26463,2.1.1.163,,,,,26463,2.1.1.163,,,26463,2.1.1.163,,,26463,2.1.1.163,,2.1.1,26463,2.1.1.163,,,,,,,,,,,,,
26471-2.3.1.188-Q,,,,,26471,2.3.1.188,,,,,26471,2.3.1.188,,,,,26471,2.3.1.188,,,,,26471,2.3.1.188,,,,,26471,2.3.1.188,,,26471,2.3.1.188,,,26471,2.3.1.188,,2.3.1,26471,2.3.1.188,,,,,,,,,,,,,
26511-3.5.1.101-Q,,,,,26511,3.5.1.101,,,,,26511,3.5.1.101,,,,,26511,3.5.1.101,,,,,26511,3.5.1.101,,,,,26511,3.5.1.101,,,26511,3.5.1.101,,,26511,3.5.1.101,,,26511,3.5.1.101,,,,,,,,,,,,,
27350-2.8.4.2-Q,,,,,27350,2.8.4.2,,,,,27350,2.8.4.2,,,,,27350,2.8.4.2,,,,,27350,2.8.4.2,,,,,27350,2.8.4.2,,,27350,2.8.4.2,,,27350,2.8.4.2,,,27350,2.8.4.2,,,,,,,,,,,,,
27394-1.21.98.2-Q,,,,,27394,1.21.98.2,,,,,27394,1.21.98.2,,,,,27394,1.21.98.2,,,,,27394,1.21.98.2,,,,,27394,1.21.98.2,,,27394,1.21.98.2,,,27394,1.21.98.2,,1.14.19,27394,1.21.98.2,,,,,,,,,,,,,
27418-1.17.2.1-Q,,,,,27418,1.17.2.1,,,,,27418,1.17.2.1,,,,,27418,1.17.2.1,,,,,27418,1.17.2.1,,,,,27418,1.17.2.1,,,27418,1.17.2.1,,,27418,1.17.2.1,,1.14.99,27418,1.17.2.1,,,,,,,,,,,,,
27422-4.2.3.46-Q,,,,,27422,4.2.3.46,,,,,27422,4.2.3.46,,,,,27422,4.2.3.46,,,,,27422,4.2.3.46,,,,,27422,4.2.3.46,,,27422,4.2.3.46,,,27422,4.2.3.46,,4.2.3,27422,4.2.3.46,,,,,,,,,,,,,
27426-4.2.3.47-Q,,,,,27426,4.2.3.47,,,,,27426,4.2.3.47,,,,,27426,4.2.3.47,,,,,27426,4.2.3.47,,,,,27426,4.2.3.47,,,27426,4.2.3.47,,,27426,4.2.3.47,,4.2.3,27426,4.2.3.47,,,,,,,,,,,,,
27438-1.11.1.17-Q,,,,,27438,1.11.1.17,,,,,27438,1.11.1.17,,,,,27438,1.11.1.17,,,,,27438,1.11.1.17,,,,,27438,1.11.1.17,,,27438,1.11.1.17,,,27438,1.11.1.17,,,27438,1.11.1.17,,,,,,,,,,,,,
27442-1.1.1.307-Q,,,,,27442,1.1.1.307,,,,,27442,1.1.1.307,,,,,27442,1.1.1.307,,,,,27442,1.1.1.307,,,,,27442,1.1.1.307,,,27442,1.1.1.307,,,27442,1.1.1.307,,1.1.1,27442,1.1.1.307,,,,,,,,,,,,,
27442-1.1.1.430-Q,,,,,27442,1.1.1.430,,,,,27442,1.1.1.430,,,,,27442,1.1.1.430,,,,,27442,1.1.1.430,,,,,27442,1.1.1.430,,,27442,1.1.1.430,,,27442,1.1.1.430,,1.1.1,27442,1.1.1.430,,,,,,,,,,,,,
27446-1.1.1.307-Q,,,,,27446,1.1.1.307,,,,,27446,1.1.1.307,,,,,27446,1.1.1.307,,,,,27446,1.1.1.307,,,,,27446,1.1.1.307,,,27446,1.1.1.307,,,27446,1.1.1.307,,1.1.1,27446,1.1.1.307,,,,,,,,,,,,,
27446-1.1.1.431-Q,,,,,27446,1.1.1.431,,,,,27446,1.1.1.431,,,,,27446,1.1.1.431,,,,,27446,1.1.1.431,,,,,27446,1.1.1.431,,,27446,1.1.1.431,,,27446,1.1.1.431,,1.1.1,27446,1.1.1.431,,,,,,,,,,,,,
27478-1.14.11.31-Q,,,,,27478,1.14.11.31,,,,,27478,1.14.11.31,,,,,27478,1.14.11.31,,,,,27478,1.14.11.31,,,,,27478,1.14.11.31,,,27478,1.14.11.31,,,27478,1.14.11.31,,1.14.11,27478,1.14.11.31,,,,,,,,,,,,,
27486-3.5.3.9-Q,,,,,27486,3.5.3.9,,,,,27486,3.5.3.9,,,,,27486,3.5.3.9,,,,,27486,3.5.3.9,,,,,27486,3.5.3.9,,,27486,3.5.3.9,,,27486,3.5.3.9,,3.5.1,27486,3.5.3.9,,,,,,,,,,,,,
27490-5.3.1.28-Q,,,,,27490,5.3.1.28,,,,,27490,5.3.1.28,,,,,27490,5.3.1.28,,,,,27490,5.3.1.28,,,,,27490,5.3.1.28,,,27490,5.3.1.28,,,27490,5.3.1.28,,5.3.1,27490,5.3.1.28,,,,,,,,,,,,,
27531-4.2.3.48-Q,,,,,27531,4.2.3.48,,,,,27531,4.2.3.48,,,,,27531,4.2.3.48,,,,,27531,4.2.3.48,,,,,27531,4.2.3.48,,,27531,4.2.3.48,,,27531,4.2.3.48,,4.2.3,27531,4.2.3.48,,,,,,,,,,,,,
27535-4.2.3.49-Q,,,,,27535,4.2.3.49,,,,,27535,4.2.3.49,,,,,27535,4.2.3.49,,,,,27535,4.2.3.49,,,,,27535,4.2.3.49,,,27535,4.2.3.49,,,27535,4.2.3.49,,4.2.3,27535,4.2.3.49,,,,,,,,,,,,,
27655-2.2.1.6-Q,,,,,27655,2.2.1.6,,,,,27655,2.2.1.6,,,,,27655,2.2.1.6,,,,,27655,2.2.1.6,,,,,27655,2.2.1.6,,,27655,2.2.1.6,,,27655,2.2.1.6,,4.1.1,27655,2.2.1.6,,,,,,,,,,,,,
27711-2.7.1.73-Q,,,,,27711,2.7.1.73,,,,,27711,2.7.1.73,,,,,27711,2.7.1.73,,,,,27711,2.7.1.73,,,,,27711,2.7.1.73,,,27711,2.7.1.73,,,27711,2.7.1.73,,2.7.1,27711,2.7.1.73,,,,,,,,,,,,,
27719-3.1.3.99-Q,,,,,27719,3.1.3.99,,,,,27719,3.1.3.99,,,,,27719,3.1.3.99,,,,,27719,3.1.3.99,,,,,27719,3.1.3.99,,,27719,3.1.3.99,,,27719,3.1.3.99,,3.1.3;3.1.4,27719,3.1.3.99,,,,,,,,,,,,,
27759-1.4.1.27-Q,,,,,27759,1.4.1.27,,,,,27759,1.4.1.27,,,,,27759,1.4.1.27,,,,,27759,1.4.1.27,,,,,27759,1.4.1.27,,,27759,1.4.1.27,,,27759,1.4.1.27,,1.5.1,27759,1.4.1.27,,,,,,,,,,,,,
27851-2.3.1.192-Q,,,,,27851,2.3.1.192,,,,,27851,2.3.1.192,,,,,27851,2.3.1.192,,,,,27851,2.3.1.192,,,,,27851,2.3.1.192,,,27851,2.3.1.192,,,27851,2.3.1.192,,2.3.1,27851,2.3.1.192,,,,,,,,,,,,,
27903-1.17.5.2-Q,,,,,27903,1.17.5.2,,,,,27903,1.17.5.2,,,,,27903,1.17.5.2,,,,,27903,1.17.5.2,,,,,27903,1.17.5.2,,,27903,1.17.5.2,,,27903,1.17.5.2,,3.1.1,27903,1.17.5.2,,,,,,,,,,,,,
27959-3.2.2.8-Q,,,,,27959,3.2.2.8,,,,,27959,3.2.2.8,,,,,27959,3.2.2.8,,,,,27959,3.2.2.8,,,,,27959,3.2.2.8,,,27959,3.2.2.8,,,27959,3.2.2.8,,3.2.2,27959,3.2.2.8,,,,,,,,,,,,,
28027-1.17.4.1-Q,,,,,28027,1.17.4.1,,,,,28027,1.17.4.1,,,,,28027,1.17.4.1,,,,,28027,1.17.4.1,,,,,28027,1.17.4.1,,,28027,1.17.4.1,,,28027,1.17.4.1,,1.17.4,28027,1.17.4.1,,,,,,,,,,,,,
28031-1.17.4.1-Q,,,,,28031,1.17.4.1,,,,,28031,1.17.4.1,,,,,28031,1.17.4.1,,,,,28031,1.17.4.1,,,,,28031,1.17.4.1,,,28031,1.17.4.1,,,28031,1.17.4.1,,1.17.4,28031,1.17.4.1,,,,,,,,,,,,,
28035-1.17.4.1-Q,,,,,28035,1.17.4.1,,,,,28035,1.17.4.1,,,,,28035,1.17.4.1,,,,,28035,1.17.4.1,,,,,28035,1.17.4.1,,,28035,1.17.4.1,,,28035,1.17.4.1,,1.17.4,28035,1.17.4.1,,,,,,,,,,,,,
28163-2.7.1.213-Q,,,,,28163,2.7.1.213,,,,,28163,2.7.1.213,,,,,28163,2.7.1.213,,,,,28163,2.7.1.213,,,,,28163,2.7.1.213,,,28163,2.7.1.213,,,28163,2.7.1.213,,2.7.1,28163,2.7.1.213,,,,,,,,,,,,,
